name,Piscinas,Habitantes,Piscinas por cada 100 habitantes
Fresno de la Fuente (Segovia),1,71,1.41
Frumales (Segovia),3,116,2.59
Fuente de Santa Cruz (Segovia),3,119,2.52
Fuente el Olmo de Fuentidueña (Segovia),7,172,4.07
Fuente el Olmo de Íscar (Segovia),2,60,3.33
Fuentepelayo (Segovia),10,852,1.17
Fuenterrebollo (Segovia),7,343,2.04
Fuentesaúco de Fuentidueña (Segovia),3,241,1.24
Fuentesoto (Segovia),3,103,2.91
Fuentidueña (Segovia),14,142,9.86
Gallegos (Segovia),5,94,5.32
Garcillán (Segovia),12,450,2.67
Gomezserracín (Segovia),15,688,2.18
Grajera (Segovia),4,223,1.79
Honrubia de la Cuesta (Segovia),1,58,1.72
Hontalbilla (Segovia),3,308,0.97
Hontanares de Eresma (Segovia),37,1404,2.64
Huertos, Los (Segovia),9,179,5.03
Ituero y Lama (Segovia),93,361,25.76
Juarros de Riomoros (Segovia),1,43,2.33
Juarros de Voltoya (Segovia),4,208,1.92
Labajos (Segovia),11,116,9.48
Laguna de Contreras (Segovia),2,111,1.8
Languilla (Segovia),3,82,3.66
Lastras de Cuéllar (Segovia),2,355,0.56
Lastras del Pozo (Segovia),2,67,2.99
Lastrilla, La (Segovia),221,3773,5.86
Losa, La (Segovia),58,523,11.09
Maderuelo (Segovia),1,97,1.03
Marazuela (Segovia),3,53,5.66
Martín Miguel (Segovia),11,225,4.89
Martín Muñoz de la Dehesa (Segovia),19,222,8.56
Martín Muñoz de las Posadas (Segovia),9,288,3.13
Marugán (Segovia),270,617,43.76
Matabuena (Segovia),6,178,3.37
Mata de Cuéllar (Segovia),6,264,2.27
Matilla, La (Segovia),3,89,3.37
Melque de Cercos (Segovia),1,77,1.3
Migueláñez (Segovia),2,137,1.46
Montejo de Arévalo (Segovia),6,185,3.24
Montejo de la Vega de la Serrezuela (Segovia),2,148,1.35
Monterrubio (Segovia),6,61,9.84
Mozoncillo (Segovia),15,904,1.66
Muñopedro (Segovia),19,306,6.21
Muñoveros (Segovia),4,154,2.6
Nava de la Asunción (Segovia),75,2790,2.69
Navafría (Segovia),10,291,3.44
Navalilla (Segovia),5,106,4.72
Navalmanzano (Segovia),11,1062,1.04
Navares de Ayuso (Segovia),1,53,1.89
Navares de Enmedio (Segovia),1,91,1.1
Navares de las Cuevas (Segovia),1,25,4
Navas de Oro (Segovia),24,1347,1.78
Navas de San Antonio (Segovia),5,322,1.55
Nieva (Segovia),7,265,2.64
Olombrada (Segovia),6,561,1.07
Orejana (Segovia),2,60,3.33
Ortigosa de Pestaño (Segovia),3,54,5.56
Otero de Herreros (Segovia),41,963,4.26
Palazuelos de Eresma (Segovia),293,5308,5.52
Pedraza (Segovia),17,359,4.74
Pelayos del Arroyo (Segovia),11,46,23.91
Perosillo (Segovia),1,15,6.67
Pinarejos (Segovia),4,188,2.13
Prádena (Segovia),21,520,4.04
Puebla de Pedraza (Segovia),2,46,4.35
Remondo (Segovia),7,305,2.3
Riaza (Segovia),89,2099,4.24
Riofrío de Riaza (Segovia),1,38,2.63
Roda de Eresma (Segovia),5,185,2.7
Sacramenia (Segovia),6,372,1.61
Samboal (Segovia),4,463,0.86
San Cristóbal de Cuéllar (Segovia),2,148,1.35
San Cristóbal de la Vega (Segovia),2,104,1.92
Sanchonuño (Segovia),13,930,1.4
Sangarcía (Segovia),13,321,4.05
Real Sitio de San Ildefonso (Segovia),79,5267,1.5
San Martín y Mudrián (Segovia),2,239,0.84
San Miguel de Bernuy (Segovia),8,135,5.93
San Pedro de Gaíllos (Segovia),4,297,1.35
Santa María la Real de Nieva (Segovia),32,999,3.2
Santa Marta del Cerro (Segovia),1,39,2.56
Santiuste de Pedraza (Segovia),8,94,8.51
Santiuste de San Juan Bautista (Segovia),17,556,3.06
Santo Domingo de Pirón (Segovia),20,61,32.79
Santo Tomé del Puerto (Segovia),20,259,7.72
Sauquillo de Cabezas (Segovia),1,154,0.65
Sebúlcor (Segovia),2,260,0.77
Segovia (Segovia),238,51683,0.46
Sepúlveda (Segovia),23,1065,2.16
Sequera de Fresno (Segovia),1,34,2.94
Sotosalbos (Segovia),14,113,12.39
Tabanera la Luenga (Segovia),2,51,3.92
Tolocirio (Segovia),2,50,4
Torreadrada (Segovia),3,57,5.26
Torrecaballeros (Segovia),96,1323,7.26
Torrecilla del Pinar (Segovia),2,194,1.03
Torreiglesias (Segovia),12,260,4.62
Torre Val de San Pedro (Segovia),12,187,6.42
Trescasas (Segovia),69,1052,6.56
Turégano (Segovia),30,979,3.06
Urueñas (Segovia),1,107,0.93
Valdeprados (Segovia),4,70,5.71
Valdevacas y Guijar (Segovia),1,91,1.1
Valseca (Segovia),9,241,3.73
Valtiendas (Segovia),1,80,1.25
Valverde del Majano (Segovia),12,1096,1.09
Valle de Tabladillo (Segovia),4,94,4.26
Vallelado (Segovia),5,704,0.71
Valleruela de Pedraza (Segovia),4,73,5.48
Valleruela de Sepúlveda (Segovia),1,54,1.85
Veganzones (Segovia),6,230,2.61
Vegas de Matute (Segovia),19,260,7.31
Ventosilla y Tejadilla (Segovia),1,20,5
Villacastín (Segovia),28,1493,1.88
Villaverde de Íscar (Segovia),6,621,0.97
Villaverde de Montejo (Segovia),2,27,7.41
Villeguillo (Segovia),2,111,1.8
Yanguas de Eresma (Segovia),13,134,9.7
Zarzuela del Monte (Segovia),46,505,9.11
Zarzuela del Pinar (Segovia),3,444,0.68
Ortigosa del Monte (Segovia),113,568,19.89
Cozuelos de Fuentidueña (Segovia),3,129,2.33
Marazoleja (Segovia),4,106,3.77
Navas de Riofrío (Segovia),119,395,30.13
Cuevas de Provanco (Segovia),2,135,1.48
San Cristóbal de Segovia (Segovia),95,3021,3.14
Aguadulce (Sevilla),50,2026,2.47
Alanís (Sevilla),60,1746,3.44
Albaida del Aljarafe (Sevilla),111,3193,3.48
Alcalá de Guadaíra (Sevilla),4265,75256,5.67
Alcalá del Río (Sevilla),226,11927,1.89
Alcolea del Río (Sevilla),89,3387,2.63
Algaba, La (Sevilla),266,16301,1.63
Algámitas (Sevilla),39,1248,3.13
Almadén de la Plata (Sevilla),38,1379,2.76
Almensilla (Sevilla),846,6008,14.08
Arahal (Sevilla),1304,19565,6.66
Aznalcázar (Sevilla),351,4495,7.81
Aznalcóllar (Sevilla),60,6092,0.98
Badolatosa (Sevilla),56,3094,1.81
Benacazón (Sevilla),271,7177,3.78
Bollullos de la Mitación (Sevilla),1039,10647,9.76
Bormujos (Sevilla),1119,21964,5.09
Brenes (Sevilla),149,12608,1.18
Burguillos (Sevilla),196,6618,2.96
Cabezas de San Juan, Las (Sevilla),279,16379,1.7
Camas (Sevilla),194,27463,0.71
Campana, La (Sevilla),189,5281,3.58
Cantillana (Sevilla),452,10661,4.24
Carmona (Sevilla),4843,28620,16.92
Carrión de los Céspedes (Sevilla),58,2500,2.32
Casariche (Sevilla),226,5530,4.09
Castilblanco de los Arroyos (Sevilla),942,4810,19.58
Castilleja de Guzmán (Sevilla),198,2826,7.01
Castilleja de la Cuesta (Sevilla),288,17350,1.66
Castilleja del Campo (Sevilla),31,625,4.96
Castillo de las Guardas, El (Sevilla),246,1439,17.1
Cazalla de la Sierra (Sevilla),251,4789,5.24
Constantina (Sevilla),307,5954,5.16
Coria del Río (Sevilla),967,30657,3.15
Coripe (Sevilla),55,1290,4.26
Coronil, El (Sevilla),127,4807,2.64
Corrales, Los (Sevilla),40,3958,1.01
Dos Hermanas (Sevilla),3756,133168,2.82
Écija (Sevilla),940,39882,2.36
Espartinas (Sevilla),2554,15683,16.29
Estepa (Sevilla),335,12503,2.68
Fuentes de Andalucía (Sevilla),244,7139,3.42
Garrobo, El (Sevilla),179,789,22.69
Gelves (Sevilla),423,10054,4.21
Gerena (Sevilla),383,7541,5.08
Gilena (Sevilla),54,3790,1.42
Gines (Sevilla),982,13471,7.29
Guadalcanal (Sevilla),207,2646,7.82
Guillena (Sevilla),946,12650,7.48
Herrera (Sevilla),181,6485,2.79
Huévar del Aljarafe (Sevilla),131,2944,4.45
Lantejuela (Sevilla),134,3834,3.5
Lebrija (Sevilla),407,27432,1.48
Lora de Estepa (Sevilla),189,860,21.98
Lora del Río (Sevilla),550,18861,2.92
Luisiana, La (Sevilla),168,4572,3.67
Madroño, El (Sevilla),19,282,6.74
Mairena del Alcor (Sevilla),1173,23473,5
Mairena del Aljarafe (Sevilla),1447,45890,3.15
Marchena (Sevilla),1697,19580,8.67
Marinaleda (Sevilla),23,2626,0.88
Martín de la Jara (Sevilla),17,2720,0.63
Molares, Los (Sevilla),196,3460,5.66
Montellano (Sevilla),325,7081,4.59
Morón de la Frontera (Sevilla),819,27844,2.94
Navas de la Concepción, Las (Sevilla),69,1581,4.36
Olivares (Sevilla),319,9390,3.4
Osuna (Sevilla),350,17622,1.99
Palacios y Villafranca, Los (Sevilla),1187,38246,3.1
Palomares del Río (Sevilla),1432,8552,16.74
Paradas (Sevilla),458,6924,6.61
Pedrera (Sevilla),90,5205,1.73
Pedroso, El (Sevilla),91,2037,4.47
Peñaflor (Sevilla),188,3669,5.12
Pilas (Sevilla),391,13949,2.8
Pruna (Sevilla),62,2658,2.33
Puebla de Cazalla, La (Sevilla),103,11033,0.93
Puebla de los Infantes, La (Sevilla),161,3013,5.34
Puebla del Río, La (Sevilla),501,11879,4.22
Real de la Jara, El (Sevilla),39,1507,2.59
Rinconada, La (Sevilla),1590,38406,4.14
Roda de Andalucía, La (Sevilla),96,4243,2.26
Ronquillo, El (Sevilla),95,1360,6.99
Rubio, El (Sevilla),48,3445,1.39
Salteras (Sevilla),453,5477,8.27
San Juan de Aznalfarache (Sevilla),81,21195,0.38
Sanlúcar la Mayor (Sevilla),1434,13683,10.48
San Nicolás del Puerto (Sevilla),9,599,1.5
Santiponce (Sevilla),72,8442,0.85
Saucejo, El (Sevilla),80,4301,1.86
Sevilla (Sevilla),1715,688711,0.25
Tocina (Sevilla),179,9578,1.87
Tomares (Sevilla),698,25220,2.77
Umbrete (Sevilla),408,8768,4.65
Utrera (Sevilla),1874,52617,3.56
Valencina de la Concepción (Sevilla),1340,7803,17.17
Villamanrique de la Condesa (Sevilla),147,4478,3.28
Villanueva del Ariscal (Sevilla),402,6571,6.12
Villanueva del Río y Minas (Sevilla),181,4860,3.72
Villanueva de San Juan (Sevilla),16,1155,1.39
Villaverde del Río (Sevilla),400,7797,5.13
Viso del Alcor, El (Sevilla),431,19191,2.25
Cañada Rosal (Sevilla),221,3307,6.68
Isla Mayor (Sevilla),9,5857,0.15
Cuervo de Sevilla, El (Sevilla),276,8628,3.2
Abejar (Soria),4,302,1.32
Ágreda (Soria),15,3008,0.5
Alconaba (Soria),13,189,6.88
Alcubilla de Avellaneda (Soria),1,108,0.93
Aldealafuente (Soria),1,87,1.15
Aldealpozo (Soria),1,18,5.56
Almajano (Soria),2,183,1.09
Almaluez (Soria),2,139,1.44
Almarza (Soria),9,572,1.57
Almazán (Soria),26,5526,0.47
Almenar de Soria (Soria),2,236,0.85
Arcos de Jalón (Soria),8,1489,0.54
Baraona (Soria),1,142,0.7
Barca (Soria),1,103,0.97
Bayubas de Abajo (Soria),2,147,1.36
Berlanga de Duero (Soria),5,877,0.57
Buberos (Soria),1,33,3.03
Buitrago (Soria),3,59,5.08
Burgo de Osma-Ciudad de Osma (Soria),32,4926,0.65
Cabrejas del Pinar (Soria),3,357,0.84
Candilichera (Soria),2,115,1.74
Castilfrío de la Sierra (Soria),2,27,7.41
Castilruiz (Soria),3,169,1.78
Centenera de Andaluz (Soria),3,21,14.29
Cidones (Soria),54,298,18.12
Cihuela (Soria),2,50,4
Covaleda (Soria),1,1720,0.06
Dévanos (Soria),1,83,1.2
Espeja de San Marcelino (Soria),1,168,0.6
Frechilla de Almazán (Soria),1,24,4.17
Fuentearmegil (Soria),1,181,0.55
Fuentelmonge (Soria),2,65,3.08
Fuentelsaz de Soria (Soria),4,65,6.15
Fuentepinilla (Soria),1,88,1.14
Fuentes de Magaña (Soria),1,61,1.64
Garray (Soria),52,736,7.07
Golmayo (Soria),74,2568,2.88
Gómara (Soria),2,317,0.63
Gormaz (Soria),1,21,4.76
Langa de Duero (Soria),7,719,0.97
Magaña (Soria),1,73,1.37
Matalebreras (Soria),1,63,1.59
Matamala de Almazán (Soria),1,301,0.33
Medinaceli (Soria),6,721,0.83
Miño de Medinaceli (Soria),3,84,3.57
Miño de San Esteban (Soria),1,48,2.08
Molinos de Duero (Soria),2,161,1.24
Monteagudo de las Vicarías (Soria),2,193,1.04
Morón de Almazán (Soria),2,200,1
Nafría de Ucero (Soria),2,31,6.45
Narros (Soria),2,49,4.08
Navaleno (Soria),9,776,1.16
Nepas (Soria),1,53,1.89
Nolay (Soria),1,56,1.79
Ólvega (Soria),27,3626,0.74
Pozalmuro (Soria),1,57,1.75
Quintana Redonda (Soria),5,488,1.02
Rábanos, Los (Soria),14,477,2.94
Renieblas (Soria),3,106,2.83
Retortillo de Soria (Soria),3,163,1.84
Rollamienta (Soria),3,39,7.69
Royo, El (Soria),20,265,7.55
Salduero (Soria),2,144,1.39
San Esteban de Gormaz (Soria),22,3010,0.73
San Leonardo de Yagüe (Soria),6,2047,0.29
San Pedro Manrique (Soria),4,617,0.65
Santa Cruz de Yanguas (Soria),1,58,1.72
Santa María de Huerta (Soria),4,267,1.5
Santa María de las Hoyas (Soria),1,102,0.98
Soria (Soria),85,39112,0.22
Sotillo del Rincón (Soria),4,180,2.22
Suellacabras (Soria),1,25,4
Talveila (Soria),2,118,1.69
Tardelcuende (Soria),4,430,0.93
Tejado (Soria),1,106,0.94
Trévago (Soria),1,52,1.92
Valdeavellano de Tera (Soria),6,193,3.11
Valdemaluque (Soria),2,159,1.26
Valderrodilla (Soria),1,71,1.41
Velamazán (Soria),1,86,1.16
Velilla de la Sierra (Soria),4,25,16
Villaciervos (Soria),2,90,2.22
Villar del Ala (Soria),1,50,2
Villares de Soria, Los (Soria),6,87,6.9
Villasayas (Soria),1,70,1.43
Vinuesa (Soria),7,874,0.8
Vozmediano (Soria),3,36,8.33
Yanguas (Soria),1,92,1.09
Yelo (Soria),1,38,2.63
Aiguamúrcia (Tarragona),127,893,14.22
Albinyana (Tarragona),334,2371,14.09
Albiol, L' (Tarragona),123,464,26.51
Alcanar (Tarragona),520,9402,5.53
Alcover (Tarragona),475,5108,9.3
Aldover (Tarragona),100,838,11.93
Aleixar, L' (Tarragona),153,864,17.71
Alfara de Carles (Tarragona),13,368,3.53
Alforja (Tarragona),307,1788,17.17
Alió (Tarragona),38,426,8.92
Almoster (Tarragona),151,1342,11.25
Altafulla (Tarragona),385,5120,7.52
Ametlla de Mar, L' (Tarragona),2226,6801,32.73
Amposta (Tarragona),460,20606,2.23
Arbolí (Tarragona),5,116,4.31
Arbo√ß, L' (Tarragona),52,5505,0.94
Argentera, L' (Tarragona),2,129,1.55
Arnes (Tarragona),12,466,2.58
Ascó (Tarragona),19,1674,1.14
Banyeres del Pened√®s (Tarragona),204,3128,6.52
Barberà de la Conca (Tarragona),14,476,2.94
Batea (Tarragona),24,1898,1.26
Bellmunt del Priorat (Tarragona),5,300,1.67
Bellvei (Tarragona),268,2190,12.24
Benifallet (Tarragona),6,714,0.84
Benissanet (Tarragona),33,1142,2.89
Bisbal de Falset, La (Tarragona),1,219,0.46
Bisbal del Pened√®s, La (Tarragona),1028,3464,29.68
Blancafort (Tarragona),16,379,4.22
Bonastre (Tarragona),101,687,14.7
Borges del Camp, Les (Tarragona),168,2080,8.08
Bot (Tarragona),16,601,2.66
Botarell (Tarragona),118,1070,11.03
Bràfim (Tarragona),20,673,2.97
Cabacés (Tarragona),4,305,1.31
Cabra del Camp (Tarragona),183,1141,16.04
Calafell (Tarragona),2644,25444,10.39
Cambrils (Tarragona),1575,33362,4.72
Capafonts (Tarragona),5,96,5.21
Cap√ßanes (Tarragona),9,398,2.26
Caseres (Tarragona),3,235,1.28
Castellvell del Camp (Tarragona),473,2868,16.49
Catllar, El (Tarragona),1231,4344,28.34
Sénia, La (Tarragona),84,5644,1.49
Colldejou (Tarragona),4,170,2.35
Conesa (Tarragona),4,103,3.88
Constantí (Tarragona),60,6516,0.92
Corbera d'Ebre (Tarragona),7,1023,0.68
Cornudella de Montsant (Tarragona),20,964,2.07
Creixell (Tarragona),442,3526,12.54
Cunit (Tarragona),1426,12326,11.57
Xerta (Tarragona),51,1170,4.36
Duesaigües (Tarragona),11,237,4.64
Espluga de Francolí, L' (Tarragona),69,3742,1.84
Falset (Tarragona),125,2807,4.45
Fatarella, La (Tarragona),7,965,0.73
Febró, La (Tarragona),1,42,2.38
Figuera, La (Tarragona),3,104,2.88
Figuerola del Camp (Tarragona),12,315,3.81
Flix (Tarragona),131,3491,3.75
For√®s (Tarragona),1,42,2.38
Freginals (Tarragona),20,369,5.42
Galera, La (Tarragona),13,719,1.81
Gandesa (Tarragona),35,3009,1.16
Garcia (Tarragona),5,525,0.95
Garidells, Els (Tarragona),17,201,8.46
Ginestar (Tarragona),35,762,4.59
Godall (Tarragona),21,591,3.55
Gratallops (Tarragona),6,226,2.65
Guiamets, Els (Tarragona),3,270,1.11
Horta de Sant Joan (Tarragona),30,1146,2.62
Lloar, El (Tarragona),3,118,2.54
Llorac (Tarragona),5,100,5
Lloren√ß del Pened√®s (Tarragona),99,2327,4.25
Margalef (Tarragona),1,94,1.06
Mar√ßà (Tarragona),50,599,8.35
Mas de Barberans (Tarragona),9,577,1.56
Masdenverge (Tarragona),90,1066,8.44
Maslloren√ß (Tarragona),55,498,11.04
Masó, La (Tarragona),9,276,3.26
Maspujols (Tarragona),107,799,13.39
Masroig, El (Tarragona),9,498,1.81
Milà, El (Tarragona),10,183,5.46
Miravet (Tarragona),21,706,2.97
Molar, El (Tarragona),4,281,1.42
Montblanc (Tarragona),146,7384,1.98
Montbrió del Camp (Tarragona),91,2828,3.22
Montferri (Tarragona),92,383,24.02
Montmell, El (Tarragona),545,1437,37.93
Mont-ral (Tarragona),13,167,7.78
Mont-roig del Camp (Tarragona),2470,11809,20.92
Móra d'Ebre (Tarragona),179,5642,3.17
Móra la Nova (Tarragona),65,3071,2.12
Morell, El (Tarragona),34,3649,0.93
Morera de Montsant, La (Tarragona),6,157,3.82
Nou de Gaià, La (Tarragona),16,570,2.81
Nulles (Tarragona),18,477,3.77
Palma d'Ebre, La (Tarragona),6,353,1.7
Pallaresos, Els (Tarragona),602,4739,12.7
Paüls (Tarragona),2,561,0.36
Perafort (Tarragona),30,1265,2.37
Perelló, El (Tarragona),335,2863,11.7
Piles, Les (Tarragona),8,210,3.81
Pinell de Brai, El (Tarragona),13,998,1.3
Pira (Tarragona),3,503,0.6
Pla de Santa Maria, El (Tarragona),105,2305,4.56
Pobla de Mafumet, La (Tarragona),22,3893,0.57
Pobla de Massaluca, La (Tarragona),2,328,0.61
Pobla de Montorn√®s, La (Tarragona),520,2828,18.39
Poboleda (Tarragona),10,335,2.99
Pont d'Armentera, El (Tarragona),9,512,1.76
Porrera (Tarragona),5,441,1.13
Pradell de la Teixeta (Tarragona),3,159,1.89
Prades (Tarragona),53,589,9
Prat de Comte (Tarragona),2,179,1.12
Pratdip (Tarragona),129,709,18.19
Puigpelat (Tarragona),172,1151,14.94
Querol (Tarragona),213,521,40.88
Rasquera (Tarragona),27,787,3.43
Renau (Tarragona),9,153,5.88
Reus (Tarragona),977,103477,0.94
Riba, La (Tarragona),29,576,5.03
Riba-roja d'Ebre (Tarragona),21,1112,1.89
Riera de Gaià, La (Tarragona),104,1701,6.11
Riudecanyes (Tarragona),96,1131,8.49
Riudecols (Tarragona),45,1186,3.79
Riudoms (Tarragona),326,6565,4.97
Rocafort de Queralt (Tarragona),3,260,1.15
Roda de Berà (Tarragona),991,6461,15.34
Rodonyà (Tarragona),47,480,9.79
Roquetes (Tarragona),780,7961,9.8
Rourell, El (Tarragona),3,384,0.78
Salomó (Tarragona),18,564,3.19
Sant Carles de la Ràpita (Tarragona),225,14611,1.54
Sant Jaume dels Domenys (Tarragona),231,2551,9.06
Santa Bàrbara (Tarragona),130,3777,3.44
Santa Coloma de Queralt (Tarragona),18,2697,0.67
Santa Oliva (Tarragona),358,3328,10.76
Pontils (Tarragona),33,114,28.95
Sarral (Tarragona),21,1544,1.36
Savallà del Comtat (Tarragona),5,60,8.33
Secuita, La (Tarragona),217,1697,12.79
Selva del Camp, La (Tarragona),197,5632,3.5
Solivella (Tarragona),11,619,1.78
Tarragona (Tarragona),1377,132299,1.04
Tivenys (Tarragona),59,882,6.69
Tivissa (Tarragona),38,1639,2.32
Torre de Fontaubella, La (Tarragona),3,137,2.19
Torre de l'Espanyol, La (Tarragona),6,628,0.96
Torredembarra (Tarragona),477,15992,2.98
Torroja del Priorat (Tarragona),2,148,1.35
Tortosa (Tarragona),1714,33510,5.11
Ulldecona (Tarragona),250,6240,4.01
Ulldemolins (Tarragona),9,402,2.24
Vallclara (Tarragona),3,98,3.06
Vallfogona de Riucorb (Tarragona),6,85,7.06
Vallmoll (Tarragona),316,1738,18.18
Valls (Tarragona),832,24156,3.44
Vandellós i l'Hospitalet de l'Infant (Tarragona),237,6386,3.71
Vendrell, El (Tarragona),2301,37153,6.19
Vespella de Gaià (Tarragona),211,410,51.46
Vilabella (Tarragona),6,746,0.8
Vilallonga del Camp (Tarragona),77,2339,3.29
Vilanova d'Escornalbou (Tarragona),56,549,10.2
Vilanova de Prades (Tarragona),4,117,3.42
Vilaplana (Tarragona),16,579,2.76
Vila-rodona (Tarragona),15,1253,1.2
Vila-seca (Tarragona),243,22107,1.1
Vilaverd (Tarragona),14,456,3.07
Vilella Alta, La (Tarragona),1,132,0.76
Vilella Baixa, La (Tarragona),3,202,1.49
Vilalba dels Arcs (Tarragona),4,635,0.63
Vimbodí i Poblet (Tarragona),20,917,2.18
Vinebre (Tarragona),10,432,2.31
Vinyols i els Arcs (Tarragona),93,1974,4.71
Deltebre (Tarragona),669,11505,5.81
Sant Jaume d'Enveja (Tarragona),103,3481,2.96
Camarles (Tarragona),145,3278,4.42
Aldea, L' (Tarragona),127,4137,3.07
Salou (Tarragona),697,26775,2.6
Ampolla, L' (Tarragona),611,3280,18.63
Canonja, La (Tarragona),42,5842,0.72
Aguaviva (Teruel),12,522,2.3
Alacón (Teruel),3,264,1.14
Alba (Teruel),2,178,1.12
Albalate del Arzobispo (Teruel),21,2004,1.05
Albarracín (Teruel),6,1016,0.59
Albentosa (Teruel),1,257,0.39
Alcaine (Teruel),3,63,4.76
Alcalá de la Selva (Teruel),2,347,0.58
Alcañiz (Teruel),605,15939,3.8
Alcorisa (Teruel),75,3276,2.29
Alfambra (Teruel),1,531,0.19
Aliaga (Teruel),4,358,1.12
Allepuz (Teruel),1,126,0.79
Alloza (Teruel),19,582,3.26
Andorra (Teruel),50,7633,0.66
Arcos de las Salinas (Teruel),2,105,1.9
Arens de Lledó (Teruel),7,206,3.4
Argente (Teruel),2,198,1.01
Ariño (Teruel),6,708,0.85
Azaila (Teruel),1,94,1.06
Báguena (Teruel),2,311,0.64
Beceite (Teruel),20,541,3.7
Belmonte de San José (Teruel),4,113,3.54
Bello (Teruel),2,225,0.89
Berge (Teruel),2,244,0.82
Blancas (Teruel),1,125,0.8
Blesa (Teruel),2,95,2.11
Bordón (Teruel),2,106,1.89
Bronchales (Teruel),2,443,0.45
Burbáguena (Teruel),3,243,1.23
Calaceite (Teruel),9,1011,0.89
Calamocha (Teruel),38,4319,0.88
Calanda (Teruel),95,3708,2.56
Calomarde (Teruel),2,74,2.7
Camarena de la Sierra (Teruel),5,113,4.42
Camarillas (Teruel),1,86,1.16
Caminreal (Teruel),2,619,0.32
Cantavieja (Teruel),2,714,0.28
Cañada de Verich, La (Teruel),1,87,1.15
Cañizar del Olivar (Teruel),3,98,3.06
Castejón de Tornos (Teruel),1,62,1.61
Castel de Cabra (Teruel),2,104,1.92
Castelserás (Teruel),11,831,1.32
Castellote (Teruel),14,676,2.07
Celadas (Teruel),3,396,0.76
Cella (Teruel),6,2606,0.23
Cerollera, La (Teruel),1,100,1
Codoñera, La (Teruel),2,344,0.58
Cortes de Aragón (Teruel),3,61,4.92
Cretas (Teruel),11,571,1.93
Cuervo, El (Teruel),3,86,3.49
Cuevas Labradas (Teruel),1,131,0.76
Escucha (Teruel),3,885,0.34
Estercuel (Teruel),2,210,0.95
Ferreruela de Huerva (Teruel),1,63,1.59
Formiche Alto (Teruel),7,151,4.64
Foz-Calanda (Teruel),12,238,5.04
Fresneda, La (Teruel),8,443,1.81
Fuentes Claras (Teruel),4,461,0.87
Fuentes de Rubielos (Teruel),1,114,0.88
Fuentespalda (Teruel),5,286,1.75
Galve (Teruel),2,161,1.24
Gargallo (Teruel),4,89,4.49
Gea de Albarracín (Teruel),6,376,1.6
Ginebrosa, La (Teruel),7,200,3.5
Guadalaviar (Teruel),1,242,0.41
Híjar (Teruel),7,1709,0.41
Hinojosa de Jarque (Teruel),2,119,1.68
Hoz de la Vieja, La (Teruel),1,85,1.18
Jatiel (Teruel),3,40,7.5
Josa (Teruel),4,34,11.76
Lagueruela (Teruel),1,78,1.28
Lidón (Teruel),1,55,1.82
Loscos (Teruel),5,129,3.88
Lledó (Teruel),2,172,1.16
Manzanera (Teruel),3,519,0.58
Martín del Río (Teruel),3,417,0.72
Mas de las Matas (Teruel),14,1272,1.1
Mazaleón (Teruel),2,539,0.37
Mirambel (Teruel),2,116,1.72
Monreal del Campo (Teruel),9,2433,0.37
Monroyo (Teruel),6,340,1.76
Montalbán (Teruel),11,1243,0.88
Mora de Rubielos (Teruel),5,1541,0.32
Mosqueruela (Teruel),2,551,0.36
Muniesa (Teruel),3,599,0.5
Noguera de Albarracín (Teruel),2,133,1.5
Nogueruelas (Teruel),1,217,0.46
Obón (Teruel),1,45,2.22
Odón (Teruel),3,205,1.46
Olba (Teruel),3,226,1.33
Oliete (Teruel),18,364,4.95
Olmos, Los (Teruel),1,122,0.82
Pancrudo (Teruel),2,110,1.82
Parras de Castellote, Las (Teruel),1,53,1.89
Peñarroya de Tastavins (Teruel),3,439,0.68
Perales del Alfambra (Teruel),5,221,2.26
Plou (Teruel),3,43,6.98
Portellada, La (Teruel),2,243,0.82
Puebla de Híjar, La (Teruel),14,908,1.54
Puebla de Valverde, La (Teruel),4,453,0.88
Ráfales (Teruel),2,143,1.4
Riodeva (Teruel),1,144,0.69
Rubielos de Mora (Teruel),7,627,1.12
Samper de Calanda (Teruel),7,783,0.89
San Agustín (Teruel),4,125,3.2
San Martín del Río (Teruel),2,148,1.35
Santa Eulalia (Teruel),4,1037,0.39
Sarrión (Teruel),7,1133,0.62
Teruel (Teruel),733,35691,2.05
Torralba de los Sisones (Teruel),2,156,1.28
Torrecilla de Alcañiz (Teruel),5,423,1.18
Torre del Compte (Teruel),8,132,6.06
Torrelacárcel (Teruel),1,154,0.65
Torremocha de Jiloca (Teruel),2,107,1.87
Torres de Albarracín (Teruel),1,183,0.55
Torrevelilla (Teruel),5,189,2.65
Torrijo del Campo (Teruel),2,447,0.45
Tronchón (Teruel),2,65,3.08
Urrea de Gaén (Teruel),3,436,0.69
Utrillas (Teruel),5,2970,0.17
Valacloche (Teruel),2,21,9.52
Valbona (Teruel),2,174,1.15
Valdealgorfa (Teruel),1,622,0.16
Valdeltormo (Teruel),1,279,0.36
Valderrobres (Teruel),30,2388,1.26
Valjunquera (Teruel),2,325,0.62
Villahermosa del Campo (Teruel),1,94,1.06
Villanueva del Rebollar de la Sierra (Teruel),1,47,2.13
Villarluengo (Teruel),2,177,1.13
Villastar (Teruel),3,494,0.61
Villel (Teruel),4,327,1.22
Vinaceite (Teruel),2,249,0.8
Ajofrín (Toledo),77,2244,3.43
Alameda de la Sagra (Toledo),74,3562,2.08
Albarreal de Tajo (Toledo),101,692,14.6
